id,firstname,lastname,email,status,Department
838,Evaleen,Tjon,Evaleen.Tjon@jbu.edu,Professor,Religion
839,Lenna,Buffum,Lenna.Buffum@jbu.edu,Employee,Computer Science
840,Katharina,Cressida,Katharina.Cressida@jbu.edu,Applicant,Sciences
841,Jorry,Katrine,Jorry.Katrine@jbu.edu,Employee,Nursing
842,Kial,Land,Kial.Land@jbu.edu,Employee,Business
843,Clementine,Ardeha,Clementine.Ardeha@jbu.edu,Professor,Mathematics
844,Mara,Ephrem,Mara.Ephrem@jbu.edu,Professor,Kinesiology
845,Randa,Letsou,Randa.Letsou@jbu.edu,Applicant,Nursing
846,Joeann,Therine,Joeann.Therine@jbu.edu,Applicant,Kinesiology
847,Joy,Noman,Joy.Noman@jbu.edu,Applicant,Mathematics
848,Nelle,Valoniah,Nelle.Valoniah@jbu.edu,Student,Business
849,Alyssa,Dyche,Alyssa.Dyche@jbu.edu,Student,Engineering
850,Annabela,Wenda,Annabela.Wenda@jbu.edu,Employee,Nursing
851,Rhoda,Blake,Rhoda.Blake@jbu.edu,Employee,Politics
852,Corly,Bohlin,Corly.Bohlin@jbu.edu,Applicant,Engineering
853,Lory,Turne,Lory.Turne@jbu.edu,Applicant,Kinesiology
854,Marleah,Bergman,Marleah.Bergman@jbu.edu,Student,Mathematics
855,Kial,Kress,Kial.Kress@jbu.edu,Student,Kinesiology
856,Flory,Paton,Flory.Paton@jbu.edu,Student,Politics
857,Shannah,Old,Shannah.Old@jbu.edu,Employee,Politics
858,Imojean,Billye,Imojean.Billye@jbu.edu,Student,Nursing
859,Grier,Glovsky,Grier.Glovsky@jbu.edu,Employee,Business
860,Alyda,Rooney,Alyda.Rooney@jbu.edu,Applicant,Religion
861,Nonnah,Creamer,Nonnah.Creamer@jbu.edu,Employee,Politics
862,Sean,Cookie,Sean.Cookie@jbu.edu,Student,Mathematics
863,Jemie,Gwenore,Jemie.Gwenore@jbu.edu,Employee,Mathematics
864,Jessamyn,Amasa,Jessamyn.Amasa@jbu.edu,Employee,Computer Science
865,Kelly,Juan,Kelly.Juan@jbu.edu,Student,Nursing
866,Lyssa,Crudden,Lyssa.Crudden@jbu.edu,Professor,Business
867,Viviene,Seligman,Viviene.Seligman@jbu.edu,Student,Politics
868,Bobbi,Prober,Bobbi.Prober@jbu.edu,Student,Computer Science
869,Asia,Frodi,Asia.Frodi@jbu.edu,Professor,Religion
870,Lynea,Eachern,Lynea.Eachern@jbu.edu,Student,Sciences
871,Konstance,Ariella,Konstance.Ariella@jbu.edu,Student,Mathematics
872,Arabel,Himelman,Arabel.Himelman@jbu.edu,Professor,Mathematics
873,Jacquetta,Freddi,Jacquetta.Freddi@jbu.edu,Professor,Kinesiology
874,Agnese,Gilmour,Agnese.Gilmour@jbu.edu,Professor,Religion
875,Damaris,Francyne,Damaris.Francyne@jbu.edu,Student,Engineering
876,Julieta,Alrich,Julieta.Alrich@jbu.edu,Student,Mathematics
877,Orelia,Greenwald,Orelia.Greenwald@jbu.edu,Student,Religion
878,Jenilee,Eldrid,Jenilee.Eldrid@jbu.edu,Applicant,Politics
879,Sharai,Lewes,Sharai.Lewes@jbu.edu,Professor,Religion
880,Zsa Zsa,Zuzana,Zsa Zsa.Zuzana@jbu.edu,Student,Business
881,Dorice,Ries,Dorice.Ries@jbu.edu,Employee,Computer Science
882,Dode,Henrie,Dode.Henrie@jbu.edu,Applicant,Sciences
883,Sabina,Mike,Sabina.Mike@jbu.edu,Employee,Mathematics
884,Susette,Eliathas,Susette.Eliathas@jbu.edu,Student,Politics
885,Desirae,Braun,Desirae.Braun@jbu.edu,Applicant,Mathematics
886,Madalyn,Carri,Madalyn.Carri@jbu.edu,Applicant,Nursing
887,Doro,Chobot,Doro.Chobot@jbu.edu,Employee,Computer Science
888,Lynnea,Vacuva,Lynnea.Vacuva@jbu.edu,Student,Religion
889,Ernesta,Shaver,Ernesta.Shaver@jbu.edu,Professor,Kinesiology
890,Carolina,Manolo,Carolina.Manolo@jbu.edu,Professor,Sciences
891,Rivalee,Markman,Rivalee.Markman@jbu.edu,Professor,Engineering
892,Anallese,Loring,Anallese.Loring@jbu.edu,Applicant,Mathematics
893,Veda,Astra,Veda.Astra@jbu.edu,Professor,Religion
894,Chrystel,Sasnett,Chrystel.Sasnett@jbu.edu,Student,Kinesiology
895,Wilma,Hermes,Wilma.Hermes@jbu.edu,Employee,Engineering
896,Allis,Stoller,Allis.Stoller@jbu.edu,Employee,Mathematics
897,Bill,Georas,Bill.Georas@jbu.edu,Student,Computer Science
898,Clarice,Drisko,Clarice.Drisko@jbu.edu,Employee,Kinesiology
899,Minne,Naor,Minne.Naor@jbu.edu,Student,Nursing
900,Monika,Rocray,Monika.Rocray@jbu.edu,Employee,Kinesiology
901,Teriann,Bigner,Teriann.Bigner@jbu.edu,Applicant,Engineering
902,Rosene,Simmonds,Rosene.Simmonds@jbu.edu,Student,Politics
903,Gwenneth,Muriel,Gwenneth.Muriel@jbu.edu,Professor,Nursing
904,Linet,Vivle,Linet.Vivle@jbu.edu,Employee,Engineering
905,Jackie,Rosalba,Jackie.Rosalba@jbu.edu,Employee,Nursing
906,Charlena,Paton,Charlena.Paton@jbu.edu,Applicant,Religion
907,Glenda,Ferino,Glenda.Ferino@jbu.edu,Professor,Business
908,Violet,Engdahl,Violet.Engdahl@jbu.edu,Applicant,Sciences
909,Yvonne,Callista,Yvonne.Callista@jbu.edu,Applicant,Kinesiology
910,Lynnea,Chabot,Lynnea.Chabot@jbu.edu,Student,Religion
911,Mariele,Genna,Mariele.Genna@jbu.edu,Student,Computer Science
912,June,Nunci,June.Nunci@jbu.edu,Applicant,Business
913,Miquela,Eachern,Miquela.Eachern@jbu.edu,Applicant,Business
914,Deirdre,Mintz,Deirdre.Mintz@jbu.edu,Employee,Sciences
915,Teriann,Lilas,Teriann.Lilas@jbu.edu,Applicant,Kinesiology
916,Elvira,Barbey,Elvira.Barbey@jbu.edu,Applicant,Religion
917,Suzette,Matthew,Suzette.Matthew@jbu.edu,Applicant,Kinesiology
918,Georgetta,Arvo,Georgetta.Arvo@jbu.edu,Employee,Business
919,Merry,Mozelle,Merry.Mozelle@jbu.edu,Employee,Politics
920,Jenda,Reinke,Jenda.Reinke@jbu.edu,Professor,Sciences
921,Emelina,Philipp,Emelina.Philipp@jbu.edu,Student,Engineering
922,Vanessa,Zuzana,Vanessa.Zuzana@jbu.edu,Employee,Engineering
923,Hallie,Gladstone,Hallie.Gladstone@jbu.edu,Employee,Kinesiology
924,Leontine,Tiffa,Leontine.Tiffa@jbu.edu,Employee,Business
925,Alyssa,Eckblad,Alyssa.Eckblad@jbu.edu,Professor,Mathematics
926,Alie,Goddard,Alie.Goddard@jbu.edu,Employee,Computer Science
927,Gisela,Crudden,Gisela.Crudden@jbu.edu,Student,Mathematics
928,Josephine,Gunn,Josephine.Gunn@jbu.edu,Applicant,Engineering
929,Ira,Ahab,Ira.Ahab@jbu.edu,Employee,Sciences
930,Emmey,Hathaway,Emmey.Hathaway@jbu.edu,Applicant,Kinesiology
931,Jillayne,Wenda,Jillayne.Wenda@jbu.edu,Applicant,Engineering
932,Roz,Jillane,Roz.Jillane@jbu.edu,Student,Kinesiology
933,Kelly,Vins,Kelly.Vins@jbu.edu,Professor,Politics
934,Daphne,Heisel,Daphne.Heisel@jbu.edu,Employee,Sciences
935,Antonietta,Read,Antonietta.Read@jbu.edu,Professor,Nursing
936,Corene,Magnolia,Corene.Magnolia@jbu.edu,Employee,Religion
937,Eadie,Monk,Eadie.Monk@jbu.edu,Professor,Engineering
938,Jenda,Phyllis,Jenda.Phyllis@jbu.edu,Student,Politics
939,Gratia,Jena,Gratia.Jena@jbu.edu,Employee,Nursing
940,Inga,Decato,Inga.Decato@jbu.edu,Professor,Mathematics
941,Caritta,Durante,Caritta.Durante@jbu.edu,Applicant,Sciences
942,Veda,Charmine,Veda.Charmine@jbu.edu,Professor,Nursing
943,Alameda,Joli,Alameda.Joli@jbu.edu,Student,Nursing
944,Bibby,Natalia,Bibby.Natalia@jbu.edu,Employee,Engineering
945,Lilith,Dyche,Lilith.Dyche@jbu.edu,Applicant,Computer Science
946,Joane,An,Joane.An@jbu.edu,Employee,Business
947,Janey,Narton,Janey.Narton@jbu.edu,Employee,Mathematics
948,Gianina,Lea,Gianina.Lea@jbu.edu,Applicant,Kinesiology
949,Kirstin,Poppy,Kirstin.Poppy@jbu.edu,Student,Politics
950,Adore,Morrill,Adore.Morrill@jbu.edu,Applicant,Nursing
951,Cissiee,Berne,Cissiee.Berne@jbu.edu,Employee,Religion
952,Damaris,Arley,Damaris.Arley@jbu.edu,Professor,Engineering
953,Tori,Schenck,Tori.Schenck@jbu.edu,Student,Computer Science
954,Marti,Kiyoshi,Marti.Kiyoshi@jbu.edu,Employee,Politics
955,Larine,Marcellus,Larine.Marcellus@jbu.edu,Employee,Computer Science
956,Dennie,Ackerley,Dennie.Ackerley@jbu.edu,Student,Business
957,Kelly,Kannry,Kelly.Kannry@jbu.edu,Applicant,Politics
958,Kerrin,Drus,Kerrin.Drus@jbu.edu,Student,Computer Science
959,Ada,Delacourt,Ada.Delacourt@jbu.edu,Professor,Engineering
960,Abbie,Connelly,Abbie.Connelly@jbu.edu,Employee,Engineering
961,Miquela,Devlen,Miquela.Devlen@jbu.edu,Employee,Politics
962,Xylina,Weitman,Xylina.Weitman@jbu.edu,Applicant,Mathematics
963,Dolli,Merna,Dolli.Merna@jbu.edu,Professor,Computer Science
964,Arabel,Presber,Arabel.Presber@jbu.edu,Applicant,Sciences
965,Ursulina,Roche,Ursulina.Roche@jbu.edu,Student,Sciences
966,Annaliese,Mitzi,Annaliese.Mitzi@jbu.edu,Student,Kinesiology
967,Melisent,Israeli,Melisent.Israeli@jbu.edu,Student,Mathematics
968,Tilly,Wooster,Tilly.Wooster@jbu.edu,Applicant,Engineering
969,Rochette,Malanie,Rochette.Malanie@jbu.edu,Professor,Computer Science
970,Micheline,Rudolph,Micheline.Rudolph@jbu.edu,Professor,Engineering
971,Marleah,Abbot,Marleah.Abbot@jbu.edu,Student,Mathematics
972,Willetta,Munn,Willetta.Munn@jbu.edu,Professor,Business
973,Dyann,Quinn,Dyann.Quinn@jbu.edu,Employee,Religion
974,Maud,Orpah,Maud.Orpah@jbu.edu,Student,Kinesiology
975,Rori,Philipp,Rori.Philipp@jbu.edu,Student,Religion
976,Gwenneth,Chesna,Gwenneth.Chesna@jbu.edu,Applicant,Sciences
977,Sadie,Amethist,Sadie.Amethist@jbu.edu,Professor,Religion
978,Merrie,Horan,Merrie.Horan@jbu.edu,Professor,Politics
979,Leanna,Lipson,Leanna.Lipson@jbu.edu,Professor,Nursing
980,Cam,Gilbertson,Cam.Gilbertson@jbu.edu,Applicant,Business
981,Rori,Briney,Rori.Briney@jbu.edu,Professor,Computer Science
982,Lynde,Shama,Lynde.Shama@jbu.edu,Employee,Kinesiology
983,Kaia,Naashom,Kaia.Naashom@jbu.edu,Employee,Computer Science
984,Sherrie,Lay,Sherrie.Lay@jbu.edu,Applicant,Politics
985,Miquela,Codding,Miquela.Codding@jbu.edu,Student,Business
986,Nickie,Callista,Nickie.Callista@jbu.edu,Professor,Business
987,Vonny,Jerald,Vonny.Jerald@jbu.edu,Student,Religion
988,Marinna,Standing,Marinna.Standing@jbu.edu,Applicant,Nursing
989,Britni,Heidt,Britni.Heidt@jbu.edu,Employee,Nursing
990,Celene,Kathie,Celene.Kathie@jbu.edu,Student,Business
991,Alejandra,Rolf,Alejandra.Rolf@jbu.edu,Applicant,Computer Science
992,Harmonia,Flyn,Harmonia.Flyn@jbu.edu,Student,Nursing
993,Elise,Hessler,Elise.Hessler@jbu.edu,Professor,Politics
994,Danika,Bryna,Danika.Bryna@jbu.edu,Professor,Kinesiology
995,Claresta,Masao,Claresta.Masao@jbu.edu,Employee,Sciences
996,Fanchon,Tannie,Fanchon.Tannie@jbu.edu,Professor,Nursing
997,Willetta,Erminia,Willetta.Erminia@jbu.edu,Employee,Religion
998,Tracey,Han,Tracey.Han@jbu.edu,Applicant,Sciences
999,Kore,Dannye,Kore.Dannye@jbu.edu,Student,Religion
1000,Dominga,Salchunas,Dominga.Salchunas@jbu.edu,Student,Religion
1001,Sissy,Strephon,Sissy.Strephon@jbu.edu,Professor,Computer Science
1002,Wendi,Schlosser,Wendi.Schlosser@jbu.edu,Applicant,Politics
1003,Fanny,Andrel,Fanny.Andrel@jbu.edu,Professor,Religion
1004,Quintina,Hazlett,Quintina.Hazlett@jbu.edu,Professor,Engineering
1005,Frances,Lauraine,Frances.Lauraine@jbu.edu,Professor,Mathematics
1006,Jacenta,Tengdin,Jacenta.Tengdin@jbu.edu,Applicant,Business
1007,Jasmina,Tremayne,Jasmina.Tremayne@jbu.edu,Professor,Computer Science
1008,Babita,Bartlett,Babita.Bartlett@jbu.edu,Employee,Computer Science
1009,Ericka,Alfons,Ericka.Alfons@jbu.edu,Applicant,Nursing
1010,Vevay,Cimbura,Vevay.Cimbura@jbu.edu,Professor,Nursing
1011,Minne,Weinreb,Minne.Weinreb@jbu.edu,Student,Computer Science
1012,Gwenneth,Anestassia,Gwenneth.Anestassia@jbu.edu,Applicant,Mathematics
1013,Bobbi,Abernon,Bobbi.Abernon@jbu.edu,Professor,Nursing
1014,Leona,Maples,Leona.Maples@jbu.edu,Employee,Nursing
1015,Queenie,Jillane,Queenie.Jillane@jbu.edu,Employee,Kinesiology
1016,Caressa,Izaak,Caressa.Izaak@jbu.edu,Student,Engineering
1017,Bill,Medrek,Bill.Medrek@jbu.edu,Student,Religion
1018,Dorthy,Redmond,Dorthy.Redmond@jbu.edu,Student,Business
1019,Sophia,Alarise,Sophia.Alarise@jbu.edu,Applicant,Mathematics
1020,Christal,Hoenack,Christal.Hoenack@jbu.edu,Employee,Computer Science
1021,Yetty,O'Carroll,Yetty.O'Carroll@jbu.edu,Professor,Kinesiology
1022,Cyb,Sancho,Cyb.Sancho@jbu.edu,Employee,Mathematics
1023,Doralynne,Noam,Doralynne.Noam@jbu.edu,Professor,Computer Science
1024,Addia,Even,Addia.Even@jbu.edu,Professor,Kinesiology
1025,Ida,Fulmer,Ida.Fulmer@jbu.edu,Applicant,Computer Science
1026,Gwenneth,Cimbura,Gwenneth.Cimbura@jbu.edu,Employee,Nursing
1027,Kore,Ilka,Kore.Ilka@jbu.edu,Applicant,Sciences
1028,Desirae,Ummersen,Desirae.Ummersen@jbu.edu,Student,Kinesiology
1029,Bertine,Amasa,Bertine.Amasa@jbu.edu,Employee,Kinesiology
1030,Goldie,Jacinda,Goldie.Jacinda@jbu.edu,Applicant,Engineering
1031,Claudina,My,Claudina.My@jbu.edu,Professor,Sciences
1032,Ketti,Chandler,Ketti.Chandler@jbu.edu,Student,Nursing
1033,Andeee,Roche,Andeee.Roche@jbu.edu,Professor,Computer Science
1034,Marsiella,Sacken,Marsiella.Sacken@jbu.edu,Student,Computer Science
1035,Binny,Orpah,Binny.Orpah@jbu.edu,Student,Computer Science
1036,Liana,Diann,Liana.Diann@jbu.edu,Student,Religion
1037,Kamilah,Angelis,Kamilah.Angelis@jbu.edu,Applicant,Business
1038,Laurene,Sperling,Laurene.Sperling@jbu.edu,Student,Sciences
1039,Claresta,Riordan,Claresta.Riordan@jbu.edu,Student,Religion
1040,Feliza,Primalia,Feliza.Primalia@jbu.edu,Applicant,Politics
1041,Ginnie,Jacobah,Ginnie.Jacobah@jbu.edu,Employee,Engineering
1042,Lolita,Joni,Lolita.Joni@jbu.edu,Professor,Politics
1043,Sheree,Redmond,Sheree.Redmond@jbu.edu,Professor,Sciences
1044,Jillayne,Margarete,Jillayne.Margarete@jbu.edu,Employee,Business
1045,Darlleen,Henebry,Darlleen.Henebry@jbu.edu,Employee,Nursing
1046,Dale,Decato,Dale.Decato@jbu.edu,Applicant,Sciences
1047,Isa,Clie,Isa.Clie@jbu.edu,Professor,Nursing
1048,Elena,Kronfeld,Elena.Kronfeld@jbu.edu,Applicant,Religion
1049,Siana,Randene,Siana.Randene@jbu.edu,Applicant,Mathematics
1050,Lucille,Karylin,Lucille.Karylin@jbu.edu,Student,Nursing
1051,Antonietta,Alejoa,Antonietta.Alejoa@jbu.edu,Employee,Religion
1052,Natka,Pettiford,Natka.Pettiford@jbu.edu,Applicant,Sciences
1053,Anestassia,Shirberg,Anestassia.Shirberg@jbu.edu,Student,Politics
1054,Shauna,Paton,Shauna.Paton@jbu.edu,Applicant,Mathematics
1055,Jaime,Adore,Jaime.Adore@jbu.edu,Professor,Mathematics
1056,Melisent,Sperling,Melisent.Sperling@jbu.edu,Applicant,Engineering
1057,Lorne,Yorick,Lorne.Yorick@jbu.edu,Applicant,Mathematics
1058,Laurene,Lewes,Laurene.Lewes@jbu.edu,Employee,Religion
1059,Cyb,Munn,Cyb.Munn@jbu.edu,Applicant,Engineering
1060,Rosabelle,Cynar,Rosabelle.Cynar@jbu.edu,Professor,Engineering
1061,Verla,Dituri,Verla.Dituri@jbu.edu,Employee,Engineering
1062,Elie,Leler,Elie.Leler@jbu.edu,Applicant,Computer Science
1063,Elyssa,Weitman,Elyssa.Weitman@jbu.edu,Applicant,Nursing
1064,Alleen,Ochs,Alleen.Ochs@jbu.edu,Applicant,Kinesiology
1065,Farrah,Ade,Farrah.Ade@jbu.edu,Applicant,Kinesiology
1066,Miquela,Wadell,Miquela.Wadell@jbu.edu,Professor,Sciences
1067,Arlina,Schenck,Arlina.Schenck@jbu.edu,Professor,Kinesiology
1068,Paule,Rosemary,Paule.Rosemary@jbu.edu,Professor,Sciences
1069,Priscilla,Thunell,Priscilla.Thunell@jbu.edu,Student,Computer Science
1070,Kimberley,Oscar,Kimberley.Oscar@jbu.edu,Student,Religion
1071,Misha,Ogren,Misha.Ogren@jbu.edu,Student,Engineering
1072,Winny,Estella,Winny.Estella@jbu.edu,Employee,Business
1073,Calla,Phaidra,Calla.Phaidra@jbu.edu,Student,Engineering
1074,Kirstin,Campball,Kirstin.Campball@jbu.edu,Applicant,Business
1075,Joceline,Gunn,Joceline.Gunn@jbu.edu,Student,Mathematics
1076,Kimmy,Shaddock,Kimmy.Shaddock@jbu.edu,Applicant,Politics
1077,Andree,Brittani,Andree.Brittani@jbu.edu,Student,Mathematics
1078,Talya,Nelsen,Talya.Nelsen@jbu.edu,Employee,Sciences
1079,Gerrie,Quent,Gerrie.Quent@jbu.edu,Employee,Engineering
1080,Esmeralda,Dichy,Esmeralda.Dichy@jbu.edu,Employee,Business
1081,Andree,Mauer,Andree.Mauer@jbu.edu,Student,Mathematics
1082,Genevra,Lenny,Genevra.Lenny@jbu.edu,Professor,Business
1083,Queenie,Laverne,Queenie.Laverne@jbu.edu,Student,Business
1084,Belinda,Carey,Belinda.Carey@jbu.edu,Applicant,Religion
1085,Brynna,Harned,Brynna.Harned@jbu.edu,Applicant,Business
1086,Andree,Travax,Andree.Travax@jbu.edu,Applicant,Mathematics
1087,Dorice,Jacinda,Dorice.Jacinda@jbu.edu,Student,Nursing
1088,Paulita,Hutchison,Paulita.Hutchison@jbu.edu,Employee,Religion
1089,Tersina,Vacuva,Tersina.Vacuva@jbu.edu,Student,Mathematics
1090,Beatriz,Shuler,Beatriz.Shuler@jbu.edu,Professor,Business
1091,Brooks,Shirberg,Brooks.Shirberg@jbu.edu,Professor,Nursing
1092,Jessamyn,Saunderson,Jessamyn.Saunderson@jbu.edu,Student,Kinesiology
1093,Belinda,Vorster,Belinda.Vorster@jbu.edu,Professor,Sciences
1094,Meriel,Gemini,Meriel.Gemini@jbu.edu,Professor,Engineering
1095,Joleen,Love,Joleen.Love@jbu.edu,Employee,Computer Science
1096,Ginnie,Weitman,Ginnie.Weitman@jbu.edu,Applicant,Engineering
1097,Linzy,Vilma,Linzy.Vilma@jbu.edu,Professor,Sciences
1098,Jemie,Kristi,Jemie.Kristi@jbu.edu,Student,Religion
1099,Adele,Rosemary,Adele.Rosemary@jbu.edu,Employee,Politics
1100,Hello,World,Hello.World@jbu.edu,Professor,Computer Science
